GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "22033","East Baton Rouge, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3494,3745,4022,4278,4617,5267,5975,6726,7440,8259,9067,10527,11561,12149,12623,13460,14047,14098,14484,15482,16972,18240,19083,20314,20749,21993,22878,23720,24282,25764,26413,27698,29096,29908,31055,33265,35616,36550,38950,40981,39853,40569,42673,43968,44385,45432,45442,46553,47722,50026,51846,55983,59352
 "22035","East Carroll, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",25115,26178,30971,32370,37580,41237,40334,52007,54069,60728,67098,65866,78102,78195,76167,96194,90628,81908,93071,98666,91563,94681,117371,116218,117498,138231,133186,149208,143717,135263,146800,144395,152300,147694,175006,172805,166813,176615,199061,199381,211985,221099,247567,285567,301549,258240,218880,242732,244731,238595,239533,269900,288663
 "22035","East Carroll, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",12974,12852,12757,12321,12341,12162,12223,12122,11935,11783,11636,11719,11489,11342,11462,11202,10960,10939,10729,10448,10054,9663,9557,9700,9595,9780,9811,9529,9434,9450,9426,9384,9136,8911,8750,8588,8374,8188,8102,7939,7862,7758,7765,7771,7775,7805,7717,7750,7714,7641,7569,7383,7220
 "22035","East Carroll, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",1936,2037,2428,2627,3045,3391,3300,4290,4530,5154,5766,5620,6798,6894,6645,8587,8269,7488,8675,9444,9107,9798,12281,11981,12246,14134,13575,15658,15234,14314,15574,15387,16670,16574,20001,20122,19920,21570,24569,25114,26963,28499,31882,36748,38784,33086,28363,31320,31726,31226,31647,36557,39981
 "22037","East Feliciana, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",34927,39363,43846,49470,57152,61801,67762,77127,84683,96433,111721,134766,151118,165435,179563,190460,200225,200982,201601,220068,228286,249065,265578,296286,315760,343691,360098,373275,388197,400710,416363,433334,448520,470045,480683,519082,571691,603102,653206,697809,680304,689148,707146,713357,714847,726255,735177,763138,766509,795301,818128,858851,919751
 "22037","East Feliciana, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",17844,17725,18553,18609,18396,18154,17928,18085,18352,18309,18698,19054,19180,19453,19424,19701,19747,19972,19551,19453,19463,19186,19598,19857,20175,20470,20555,20928,20921,21082,21272,21298,20978,20667,20502,20266,20093,20559,20432,20415,20487,20165,20153,19984,19783,19919,19837,19860,19798,19742,19626,19451,19338
 "22037","East Feliciana, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",1957,2221,2363,2658,3107,3404,3780,4265,4614,5267,5975,7073,7879,8504,9244,9668,10140,10063,10312,11313,11729,12982,13551,14921,15651,16790,17519,17836,18555,19007,19573,20346,21380,22744,23446,25613,28452,29335,31970,34181,33207,34175,35089,35696,36134,36460,37061,38426,38716,40285,41686,44155,47562
 "22039","Evangeline, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",62515,66842,73509,79979,95301,115659,123932,133181,149144,170805,203987,225550,257217,282092,292742,305721,311567,302468,296004,319720,329329,366974,391639,419963,446830,478752,496694,519503,552537,563037,571707,584797,662374,677144,705855,763608,795796,862313,946281,1058707,1041731,1046980,1040385,1061455,1041025,1036869,1046896,1038983,1073977,1091105,1120172,1267265,1356549
 "22039","Evangeline, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",31880,32049,33111,32472,32378,32158,32303,32642,32720,32731,33109,33493,34035,34147,34483,34841,35108,35106,34389,33903,33490,33287,33608,33910,34193,34407,34539,34858,34949,35094,35396,35414,35155,34894,34513,34399,34532,34839,34873,34316,34078,33930,33720,33530,33513,33353,33227,33076,32965,32678,32524,32307,32215
 "22039","Evangeline, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",1961,2086,2220,2463,2943,3597,3837,4080,4558,5218,6161,6734,7557,8261,8489,8775,8875,8616,8608,9430,9834,11025,11653,12385,13068,13914,14381,14903,15810,16044,16152,16513,18842,19406,20452,22199,23045,24751,27135,30852,30569,30857,30854,31657,31063,31088,31507,31412,32579,33390,34441,39226,42109
 "22041","Franklin, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",42310,50675,59363,59564,75376,74863,72344,86335,99513,106483,135727,124055,144776,155199,156843,200201,181267,185463,202154,218128,217895,240108,266556,288263,309719,348876,330842,349029,342736,334230,356596,378353,390337,390481,418266,437644,463071,491201,524349,541527,559408,567085,600964,613268,636117,582874,596447,602411,624111,631923,660519,742051,798310
 "22041","Franklin, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",24035,23869,23667,23465,23647,23321,23596,23886,24063,23962,23833,24184,24315,24295,24162,23908,23757,23865,23389,22930,22678,22346,22075,22075,22179,21974,21785,21607,21579,21489,21279,21261,21070,20939,20942,20895,20660,20685,20740,20758,20677,20810,20775,20582,20521,20443,20400,20396,20268,20172,19998,19721,19668
 "22041","Franklin, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",1760,2123,2508,2538,3188,3210,3066,3614,4136,4444,5695,5130,5954,6388,6491,8374,7630,7771,8643,9513,9608,10745,12075,13058,13965,15877,15187,16154,15883,15554,16758,17796,18526,18649,19973,20945,22414,23747,25282,26088,27055,27251,28927,29796,30998,28512,29238,29536,30793,31327,33029,37627,40589
 "22043","Grant, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",31336,33583,37008,41374,45957,50195,55485,67272,74142,81350,91310,104477,115876,128442,139746,143338,151571,155356,164645,173482,185111,196678,207934,221673,232996,252993,265080,278531,293863,307974,335490,347356,380814,399084,414988,444919,455095,485398,524135,570808,572610,587688,610001,613494,628162,631651,654066,673848,680097,691595,714525,780358,839728
 "22043","Grant, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",13623,13761,14314,14379,14275,14459,14969,15573,15817,16046,16400,16775,17035,17206,17377,17612,17649,17756,17625,17648,17621,17488,17484,17494,17544,17539,17955,18244,18219,18470,18699,18734,18896,19133,19420,19878,20386,21039,21268,21657,22069,22343,22383,22376,22280,22329,22267,22251,22245,22334,22244,22129,22236
 "22043","Grant, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2300,2440,2585,2877,3219,3472,3707,4320,4687,5070,5568,6228,6802,7465,8042,8139,8588,8749,9342,9830,10505,11246,11893,12671,13281,14425,14764,15267,16129,16674,17942,18541,20153,20858,21369,22382,22324,23071,24644,26357,25946,26303,27253,27418,28194,28288,29374,30284,30573,30966,32122,35264,37764
 "22045","Iberia, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",140498,153963,169013,183640,209879,254010,287387,311791,351854,428408,486001,573532,716017,775307,740087,759015,786358,764802,720744,782664,863137,930592,975082,1017085,1066000,1139957,1185334,1270630,1382305,1455572,1442699,1507377,1632243,1693406,1768921,1857802,2037405,2293989,2458576,2697768,2550287,2644105,2775618,2955086,2933844,2972118,2791688,2663213,2697984,2765239,2860585,3065202,3282802
 "22045","Iberia, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",57059,57652,58562,58325,58754,58750,60084,61318,62128,62753,63417,64256,66156,68801,69572,69314,69483,70205,68912,68110,68447,68254,68867,69406,70105,70492,70927,71378,72024,72674,73243,73170,72993,72862,72760,72590,72641,73362,73482,73522,73372,72902,73313,73623,73884,73853,73962,73238,72357,71246,70321,69725,68975
 "22045","Iberia, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2462,2671,2886,3149,3572,4324,4783,5085,5663,6827,7664,8926,10823,11269,10638,10950,11317,10894,10459,11491,12610,13634,14159,14654,15206,16171,16712,17801,19192,20029,19697,20601,22362,23241,24312,25593,28048,31269,33458,36693,34758,36269,37860,40138,39709,40244,37745,36364,37287,38813,40679,43961,47594
 "22047","Iberville, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",74359,79625,85541,91316,105230,129515,145107,163781,184036,203162,229369,252055,285117,306467,309067,327463,338377,337889,330505,360291,382717,414374,429313,470554,483744,512921,531221,553146,573598,591857,606061,628752,662647,684017,703711,742871,832543,882857,972787,1071701,1057935,1103448,1164314,1179932,1189989,1215831,1224016,1254215,1304484,1345369,1390905,1476921,1578584
 "22047","Iberville, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",30676,30821,31494,30938,30886,30696,31214,31645,31494,31676,31998,32220,32411,32840,32494,32534,32420,32524,32268,31628,31413,31044,31215,31422,31659,31814,31691,32173,32468,33004,33191,33321,33327,33242,33042,32717,32697,33519,33603,33685,33393,33337,33108,32873,32733,32285,32094,31622,31486,31094,30742,30095,29824
 "22047","Iberville, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2424,2583,2716,2952,3407,4219,4649,5176,5844,6414,7168,7823,8797,9332,9512,10065,10437,10389,10243,11392,12183,13348,13753,14975,15280,16122,16763,17193,17667,17933,18260,18870,19883,20577,21297,22706,25462,26339,28949,31815,31681,33100,35167,35894,36354,37659,38138,39663,41431,43268,45244,49075,52930
 "22049","Jackson, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",38416,42276,45686,49285,55164,60584,67582,76848,84859,95643,105052,118614,132275,144173,149460,160620,167497,175900,176309,177971,189357,196958,211793,228319,244678,261341,274580,288869,301601,315325,330790,355781,360353,368770,372620,382512,390841,400976,427154,464822,471121,500930,501820,499597,498024,514185,519171,500800,518362,532783,542289,585686,643714
 "22049","Jackson, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",15866,16092,16664,16468,16198,16380,16396,16463,16819,16962,17156,17286,17116,17011,17013,16927,16968,16999,16642,16331,16035,15833,15594,15585,15427,15488,15481,15525,15525,15396,15398,15415,15517,15470,15575,15650,15674,15950,15922,16105,16118,16294,16287,16145,15957,15764,15664,15539,15505,15463,15229,14989,14876
 "22049","Jackson, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2421,2627,2742,2993,3406,3699,4122,4668,5045,5639,6123,6862,7728,8475,8785,9489,9871,10348,10594,10898,11809,12440,13582,14650,15860,16874,17737,18607,19427,20481,21483,23080,23223,23838,23924,24442,24936,25140,26828,28862,29229,30743,30811,30944,31210,32618,33144,32229,33432,34455,35609,39074,43272
 "22051","Jefferson, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",1226375,1358307,1498271,1676293,1885164,2152975,2454744,2787887,3121343,3582274,4086407,4785679,5514815,5923409,6168837,6568735,6848627,6948476,6998129,7239315,7705353,8174011,8565710,9008878,9353570,9899463,10515604,10814953,11461531,12058319,12364076,13095203,15276884,15657895,15021649,14647570,15420012,16551125,18910906,19159531,17859476,18576105,18779427,19680562,19745674,20284379,20891933,20800519,21293897,21919509,22563012,24159463,25277258
 "22051","Jefferson, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",325992,340752,354591,368906,385925,394855,407436,421804,432366,438558,447061,456041,461009,467248,470047,468706,466226,463825,457405,451755,450857,448568,453666,457963,458812,460129,461176,460433,459207,458575,457571,454936,453154,453429,454533,456602,456554,426285,432683,431759,431921,432802,435062,435726,436824,437411,439291,441554,441995,440787,440978,439845,433688
 "22051","Jefferson, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3762,3986,4225,4544,4885,5453,6025,6609,7219,8168,9141,10494,11962,12677,13124,14015,14690,14981,15300,16025,17090,18222,18881,19672,20386,21515,22802,23489,24959,26295,27021,28785,33712,34532,33049,32080,33775,38826,43706,44376,41349,42921,43165,45167,45203,46374,47558,47108,48177,49728,51166,54927,58284
 "22053","Jefferson Davis, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",68835,73899,79028,87378,110982,128893,141003,135776,156081,179293,211368,236312,283351,306647,301732,309967,322749,307078,303048,325895,340388,366839,402466,404187,420112,446020,473904,494580,518455,539198,544330,572549,633889,640408,688941,733089,827817,879123,936829,1077678,1006268,1019679,1050120,1098993,1151701,1198589,1180783,1191388,1269509,1312998,1371075,1457259,1517708
 "22053","Jefferson Davis, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",29346,29609,29883,29577,29897,30128,30387,30834,31046,31329,31638,32249,32519,32700,33076,33032,32976,33059,32263,31692,31062,30685,30888,30979,30969,31313,31671,31805,31736,31657,31525,31506,31232,31113,31091,31076,31202,31489,31379,31497,31530,31652,31713,31663,31611,31864,31946,31989,32189,32359,32321,32166,32345
 "22053","Jefferson Davis, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2346,2496,2645,2954,3712,4278,4640,4403,5027,5723,6681,7328,8713,9378,9122,9384,9787,9289,9393,10283,10958,11955,13030,13047,13566,14244,14963,15550,16336,17033,17267,18173,20296,20583,22159,23590,26531,27918,29855,34215,31915,32215,33113,34709,36434,37616,36962,37244,39439,40576,42421,45304,46922
 "22055","Lafayette, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",313654,351366,391238,440223,500185,579683,696390,810797,954313,1165425,1380969,1689576,2099367,2352243,2357809,2436001,2553035,2382657,2259128,2428774,2607944,2849524,2999250,3153792,3352200,3602187,3833107,4188725,4641530,4964412,4984848,5365876,5839920,5899886,6134267,6341626,7296381,8461456,8850805,10041703,9181502,9911064,10238408,11604965,11812346,12720965,11947073,11100725,11636027,11932809,12226797,13281520,14084253
 "22055","Lafayette, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",110033,111926,113918,118876,122286,126426,129532,134488,138784,142500,146143,151416,156738,164025,168383,167800,169553,169829,165344,163100,163746,165269,168703,171468,174765,177625,180810,183320,186421,188716,190049,190516,191725,194565,196710,199338,202053,209424,211826,215139,219466,222415,224402,226651,230432,234235,237442,238949,238940,239949,240801,242004,244205
 "22055","Lafayette, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2851,3139,3434,3703,4090,4585,5376,6029,6876,8178,9449,11159,13394,14341,14003,14517,15057,14030,13663,14891,15927,17242,17778,18393,19181,20280,21200,22849,24898,26306,26229,28165,30460,30323,31184,31813,36111,40403,41783,46675,41836,44561,45625,51202,51262,54309,50316,46456,48699,49731,50776,54881,57674
 "22057","Lafourche, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",181130,197202,216864,241341,273837,329448,374458,437186,494118,563368,642151,772485,906606,956289,925660,962907,987544,952807,928700,996401,1052142,1147789,1205522,1258447,1328471,1430363,1506047,1625350,1791236,1901120,1952423,2131378,2248316,2333530,2418080,2468148,2776541,3328277,3705769,4066586,3890937,4004528,3931855,4159349,4312150,4574279,4506633,4249098,4348338,4369422,4461336,4588451,4837524
 "22057","Lafourche, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",68130,69233,70812,72311,72224,72834,74331,75995,77547,78803,80841,83334,86588,87886,88628,88601,88615,88426,87186,86550,86167,85808,86229,86354,86729,87181,87611,87805,88650,89454,90062,89775,90105,90994,91899,92580,92656,94385,94745,95603,96080,96692,97023,97117,97215,97823,98246,98450,98024,97849,97548,97495,97504
 "22057","Lafourche, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2659,2848,3063,3338,3791,4523,5038,5753,6372,7149,7943,9270,10470,10881,10444,10868,11144,10775,10652,11512,12210,13376,13980,14573,15317,16407,17190,18511,20206,21252,21679,23741,24952,25645,26312,26660,29966,35263,39113,42536,40497,41415,40525,42828,44357,46761,45871,43160,44360,44655,45735,47063,49614
 "22059","LaSalle, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",27118,32228,36027,42367,49648,54214,57947,67789,76395,87908,97808,113013,127480,137830,144913,158894,165807,154810,146504,153207,157503,167279,172038,185214,194862,203606,211476,217080,227664,227565,237919,248885,265628,274746,269483,289990,310552,341091,372115,420279,408837,448132,447738,452644,454320,469561,449674,434334,442146,471589,503434,536201,556962
 "22059","LaSalle, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",13269,13421,14101,14293,14850,14834,15126,15510,15664,15979,16378,17023,17067,16810,16825,16447,16078,15844,15153,14621,14078,13621,13733,13805,13887,13894,13911,13948,13912,13871,14219,14271,14207,14359,14356,14366,14313,14519,14570,14667,14717,14904,14917,14815,14755,14789,14871,14903,14749,14736,14726,14812,14834
 "22059","LaSalle, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2044,2401,2555,2964,3343,3655,3831,4371,4877,5501,5972,6639,7469,8199,8613,9661,10313,9771,9668,10479,11188,12281,12527,13416,14032,14654,15202,15564,16365,16406,16732,17440,18697,19134,18771,20186,21697,23493,25540,28655,27780,30068,30015,30553,30791,31751,30238,29144,29978,32003,34187,36200,37546
 "22061","Lincoln, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",82423,89063,102128,112065,122958,136990,157759,173949,194518,226245,249435,293171,333307,360559,393321,424613,449269,460283,467633,492434,539744,587907,626815,677518,732715,742552,748968,758062,781134,805473,847155,880358,972571,1007115,1003712,1101221,1236102,1376942,1377244,1455505,1410135,1481838,1522117,1544622,1588593,1681655,1765507,1762381,1836049,1867905,1934088,2047985,2195172
 "22061","Lincoln, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",33528,34041,35269,37257,36759,37168,36613,37762,38436,38885,39228,39828,40019,40433,40956,41813,41611,42413,41830,41952,41940,41769,42428,42658,43616,43673,43306,43110,42789,42513,42435,42575,42625,42808,43539,44272,44580,44867,45323,45726,46270,46895,47277,47416,47806,47945,48361,48584,48728,48571,48408,48259,48152
 "22061","Lincoln, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2458,2616,2896,3008,3345,3686,4309,4606,5061,5818,6359,7361,8329,8917,9604,10155,10797,10852,11179,11738,12869,14075,14774,15883,16799,17003,17295,17584,18255,18947,19964,20678,22817,23526,23053,24874,27728,30689,30387,31831,30476,31599,32196,32576,33230,35075,36507,36275,37680,38457,39954,42437,45588
 "22063","Livingston, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",96757,101202,111856,127109,143589,168772,201860,247319,280977,329250,385017,465113,532710,574839,621247,681800,718106,734298,750734,807456,855217,940130,1012172,1121895,1187979,1297821,1382765,1487321,1589508,1713778,1810320,2012704,2108700,2234542,2379722,2604061,2969418,3395213,3785331,4168670,4197935,4380027,4661876,4853305,4936811,5190976,5422820,5386030,5537634,5959090,6149111,6561639,7124419
 "22063","Livingston, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",35919,36547,37148,38585,40374,41685,43799,46391,49286,51891,55745,59356,61452,63664,65917,68084,69802,70813,70045,69852,69914,70761,71880,73264,75401,77123,79342,81668,84364,86938,89799,92648,95597,99007,102146,106048,109208,115722,119528,123962,126230,128330,129752,131327,133444,134867,136733,139247,137245,138832,140692,142726,145830
 "22063","Livingston, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2694,2769,3011,3294,3556,4049,4609,5331,5701,6345,6907,7836,8669,9029,9425,10014,10288,10370,10718,11560,12232,13286,14081,15313,15755,16828,17428,18212,18841,19713,20160,21724,22058,22570,23297,24555,27190,29339,31669,33629,33256,34131,35929,36956,36995,38490,39660,38680,40349,42923,43706,45974,48854
 "22065","Madison, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",29732,34015,37918,37646,48651,55856,52480,69441,68903,68037,75229,74921,92812,90545,85731,105909,109986,97771,106237,116934,116974,124024,139851,150558,156581,187720,186754,208350,186152,182677,192687,207511,235056,233353,259798,263278,277020,284914,297105,290281,310363,308727,338152,372448,394730,334465,336012,361485,350631,349526,356954,409277,439273
 "22065","Madison, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",15198,15035,15017,15002,14696,14539,14961,15077,14977,14859,14875,15639,15410,15257,14855,14722,14555,14264,13776,13247,12890,12433,12301,12389,12671,12805,13427,13629,13676,13634,13672,13704,13493,13180,12959,12806,12663,12537,12410,12340,12040,12087,11879,12033,11656,11495,11161,11026,10811,10609,10333,9927,9799
 "22065","Madison, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",1956,2262,2525,2509,3310,3842,3508,4606,4601,4579,5057,4791,6023,5935,5771,7194,7557,6854,7712,8827,9075,9975,11369,12153,12357,14660,13909,15287,13612,13399,14094,15142,17421,17705,20048,20559,21876,22726,23941,23524,25778,25542,28466,30952,33865,29097,30106,32785,32433,32946,34545,41229,44828
 "22067","Morehouse, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",73102,82260,91985,99357,121151,133396,142714,154864,168838,181109,219743,230604,266155,278454,289693,318322,316482,314405,337938,358348,363839,388395,429144,466387,489467,514273,526711,542928,546146,551623,581409,605424,620433,626814,677683,683294,716317,725134,797135,817361,853453,848435,884952,932270,982007,909376,893926,945828,939422,943921,966869,1059505,1122618
 "22067","Morehouse, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",32507,32433,32515,32842,32512,32722,33026,33613,33988,34237,34602,34811,34782,34448,34098,34154,34116,33659,33486,32649,32387,31914,31677,31865,31978,31862,31881,31747,31598,31338,31122,30961,30605,30319,30224,29891,29355,29079,28478,28311,28147,27906,27646,27673,27358,27199,26973,26693,26564,26316,25955,25430,25025
 "22067","Morehouse, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2249,2536,2829,3025,3726,4077,4321,4607,4968,5290,6351,6624,7652,8083,8496,9320,9277,9341,10092,10976,11234,12170,13547,14636,15306,16141,16521,17102,17284,17602,18682,19554,20272,20674,22422,22860,24402,24937,27991,28871,30321,30403,32010,33689,35895,33434,33142,35434,35364,35869,37252,41664,44860
 "22069","Natchitoches, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",76719,82764,91416,99896,112324,117611,135223,155432,168394,192638,220638,241293,280314,301474,333082,354036,363195,373633,378867,391454,409586,429142,450221,490805,536624,567883,601388,636804,649461,675548,729607,747348,777793,800579,831157,925589,1049918,1110445,1145516,1191444,1195593,1275229,1284006,1286638,1282696,1312865,1381906,1406292,1479905,1534472,1561330,1619928,1724643
 "22069","Natchitoches, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",35151,35275,36019,36860,37112,37492,37671,38675,38698,39132,39679,39905,40002,39908,39649,39158,39190,39286,38205,37756,37781,37112,36937,37135,37452,37950,38220,38188,38239,38297,38814,39089,38844,39178,38924,38950,39107,38984,39114,39244,39425,39515,39348,39274,39026,39005,38862,38829,38833,38378,37907,37349,37026
 "22069","Natchitoches, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2183,2346,2538,2710,3027,3137,3590,4019,4351,4923,5561,6047,7007,7554,8401,9041,9268,9511,9917,10368,10841,11563,12189,13217,14328,14964,15735,16676,16984,17640,18798,19119,20024,20434,21353,23764,26847,28485,29287,30360,30326,32272,32632,32761,32868,33659,35559,36218,38109,39983,41188,43373,46579
 "22071","Orleans, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",2112867,2253224,2397907,2560602,2742817,3022684,3344858,3656860,3986763,4412822,4829653,5378538,6050674,6474157,6761976,7184117,7441347,7535778,7588568,7912990,8228543,8760697,9128586,9843392,10242994,10648963,11118574,11398214,11796999,12317160,12430036,13028786,12569327,12851400,14154612,14493367,14687516,11660483,13615003,14074097,13809218,14841659,15174315,16734680,16831804,17619446,18538107,18705275,19330836,20147599,20962075,22319782,23466006
 "22071","Orleans, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",600566,592714,595008,595004,580637,572854,568223,567979,563766,560762,556813,558557,559875,561596,559688,553082,549348,542994,529774,518718,506903,495744,494767,496006,496468,496092,495018,490610,488061,485801,485511,485610,487363,489722,492187,493765,494294,230172,268751,301842,327803,347657,360134,368676,376989,381744,386978,388523,387474,386570,385637,383282,376971
 "22071","Orleans, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3518,3802,4030,4304,4724,5277,5887,6438,7072,7869,8674,9629,10807,11528,12082,12989,13546,13878,14324,15255,16233,17672,18450,19845,20632,21466,22461,23233,24171,25354,25602,26830,25790,26242,28759,29353,29714,50660,50660,46627,42127,42691,42135,45391,44648,46155,47905,48145,49889,52119,54357,58233,62249
 "22073","Ouachita, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",308614,325548,368490,409013,455031,510767,575534,673318,752103,881486,982735,1096093,1226212,1312288,1416525,1526586,1633350,1707549,1728879,1821342,1952058,2078481,2189681,2357382,2472151,2626910,2804020,2943609,2947462,3090923,3224701,3508365,3585152,3749915,3804997,3964997,4200378,4514806,4708402,4935061,5032634,5181215,5376421,5492340,5574088,5644107,5869039,6033139,6129753,6374625,6425619,6996323,7430981
 "22073","Ouachita, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",114301,115516,117592,121721,123405,125368,129020,132873,134357,135326,137021,139654,141049,141490,143220,144265,144997,146832,145826,144502,143042,142193,143334,145163,145907,146230,147018,147316,147692,147640,147190,147271,146789,147728,148549,149293,149476,151183,151157,151727,153058,154148,155576,156937,158510,159579,160886,161683,161376,160876,160286,160003,158768
 "22073","Ouachita, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2700,2818,3134,3360,3687,4074,4461,5067,5598,6514,7172,7849,8694,9275,9891,10582,11265,11629,11856,12604,13647,14617,15277,16240,16943,17964,19073,19982,19957,20936,21908,23823,24424,25384,25614,26558,28101,29863,31149,32526,32881,33612,34558,34997,35166,35369,36479,37315,37984,39624,40088,43726,46804
 "22075","Plaquemines, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",74109,81016,84895,91442,104536,124166,140526,153998,164851,184830,209310,253357,291712,312461,313894,324323,336595,338851,337339,346497,364459,401107,413013,418134,430025,467898,484524,504310,536000,546743,551348,583161,643840,662186,692939,756875,802972,768791,957696,1006575,931941,1010271,970657,1033013,1034321,1101867,1101295,1096149,1102408,1119318,1127101,1216492,1284185
 "22075","Plaquemines, LA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",25297,25331,26327,25656,25382,25594,25692,25678,25833,25885,25946,26101,26265,26752,26915,26693,26625,26669,26238,26319,25922,25530,25589,25891,25567,25668,25942,26149,26430,26727,26689,26758,27029,27462,28169,29390,29558,22329,22709,22677,22730,23129,23633,23917,23636,23474,23649,23582,23632,23703,23589,23466,23303
 "22075","Plaquemines, LA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2930,3198,3225,3564,4119,4851,5470,5997,6381,7140,8067,9707,11106,11680,11662,12150,12642,12706,12857,13165,14060,15711,16140,16150,16820,18229,18677,19286,20280,20457,20658,21794,23820,24113,24599,25753,27166,34430,42173,44387,41000,43680,41072,43192,43760,46940,46568,46482,46649,47223,47781,51841,55108
 "22077","Pointe Coupee, LA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",48102,52006,56812,62016,68938,78905,81576,100157,106735,131889,154855,169751,200233,217578,230075,244266,254631,250221,234410,256153,264837,287144,290245,330533,335722,359421,376225,410319,420409,445628,463816,499424,507064,514319,541587,577415,641110,692590,757737,812360,795287,820269,867977,882675,900767,928959,926852,931161,966357,1008925,1063615,1129010,1197069
